"PartNumber","ManufacturerName","MatchStatus","MatchValue(PartNumber@ManufacturerName)"
"MD055508","ELES","None",
"T2-6_RS_586-015","TBD","None",
"DEVIATORE","TBD","None",
"7101","C&amp;K","Multiple","7101@Wetherill Associates Inc (Wai)","7101@Spectrum Control","7101@JW Miller","7101@Bourns Inc"
"DIPSWITCH","TBD","None",
"KS11-R2-2","TBD","Multiple","KS11R22CQD@ITT Interconnect Solutions","KS11R22CGE@ITT Interconnect Solutions","KS11R22CGD@ITT Interconnect Solutions","KS11R22CBD@ITT Interconnect Solutions","KS11R22CQE@ITT Interconnect Solutions","KS11R22CBE@ITT Interconnect Solutions","KS11R22S1CBD@ITT Interconnect Solutions","KS11R22S1CQE@ITT Interconnect Solutions","KS11R22S3CGD@ITT Interconnect Solutions","KS11R22S2CBD@ITT Interconnect Solutions","KS11R22S3CBE@ITT Interconnect Solutions","KS11R22S2CQE@ITT Interconnect Solutions","KS11R22S4CQD@ITT Interconnect Solutions","KS11R22S2CGE@ITT Interconnect Solutions","KS11R22S4CBD@ITT Interconnect Solutions","KS11R22S3CQE@ITT Interconnect Solutions","KS11R22CGE@C&K Switches","KS11R22S4CGE@ITT Interconnect Solutions","KS11R22S4CQE@ITT Interconnect Solutions","KS11R22CGD@C&K Switches","KS11R22S1CBE@ITT Interconnect Solutions","KS11R22S1CQD@ITT Interconnect Solutions","KS11R22S2CQD@ITT Interconnect Solutions","KS11R22S4CGD@ITT Interconnect Solutions","KS11R22S3CQD@ITT Interconnect Solutions","KS11R22S1CGD@ITT Interconnect Solutions","KS11R22S2CGD@ITT Interconnect Solutions","KS11R22S1CGE@ITT Interconnect Solutions","KS11R22S2CBE@ITT Interconnect Solutions","KS11R22S4CBE@ITT Interconnect Solutions","KS11R22S3CGE@ITT Interconnect Solutions","KS11R22S3CBD@ITT Interconnect Solutions"
"TP11-H8-AVBE","C&amp;K","None",
"NEON36W","TBD","None",
"LAMP12V_3W","TBD","None",
"LAMP12V_2W","TBD","None",
"LM35D","TBD","Multiple","LM35DT/NOPB@Texas Instruments","LM35DZ/NOPB@Texas Instruments","LM35DT/NOPB@National Semiconductor Corporation","LM35DMX/NOPB@Texas Instruments","LM35DZ/NOPB@National Semiconductor Corporation","LM35DT@National Semiconductor Corporation","LM35DT@Texas Instruments","LM35DZ@National Semiconductor Corporation","LM35DZ@Texas Instruments","LM35DM/NOPB@Texas Instruments","LM35DMX/NOPB@National Semiconductor Corporation","LM35DZ/LFT1@Texas Instruments","LM35DM@Rochester Electronics LLC","LM35DH@Texas Instruments","LM35DM/NOPB@National Semiconductor Corporation","LM35DH/NOPB@Texas Instruments","LM35DM@National Semiconductor Corporation","LM35DM@Texas Instruments","LM35DMX@Rochester Electronics LLC","LM35DMX@National Semiconductor Corporation","LM35DH@National Semiconductor Corporation","LM35DMX@Texas Instruments","LM35DZ/LFT4@Texas Instruments","LM35DH/NOPB@National Semiconductor Corporation","LM35DZ/LFT2@Texas Instruments","LM35DZ/LFT7@Texas Instruments","LM35DP@National Semiconductor Corporation","LM35DP@Texas Instruments","LM35DZ/A+@National Semiconductor Corporation","LM35DZ/A+@Texas Instruments","LM35DH/A+@National Semiconductor Corporation","LM35DH/A+@Texas Instruments"
"ML8XTO218","TBD","None",
"LTS6-NP","TBD","None",
